1;443768
2;442844
3;571236
4;390434
5;254103
6;252513
7;156328
8;122843
9;148126
10;195291
11;142771
12;108257
13;113115
14;493402
15;886539
16;335159
17;228103
18;140897
19;148341
20;134742
21;198208
22;210950
23;172199
24;252013
25;378285
26;441894
